,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
893,29307,28386410,/m/0crd8q6,Horrible Bosses,2011,209600000.0,98.0,['English Language'],['United States of America'],"['Crime Fiction', 'Workplace Comedy', 'Comedy']",Seth Gordon,"Jonathan M. Goldstein, John Francis Daley, Michael Markowitz","Jason Bateman, Kevin Spacey, Jennifer Aniston, Jason Sudeikis, Charlie Day, Jamie Foxx, Colin Farrell, Donald Sutherland, Julie Bowen, Isaiah Mustafa, Lindsay Sloane, P.J. Byrne, Wendell Pierce, Ron White, Ioan Gruffudd",Warner Bros. Pictures,69.0,221.0,70.0,106701.0
894,29314,76348,/m/0k497,Sherman's March,1986,,155.0,['English Language'],['United States of America'],"['Indie', 'Documentary']",Ross McElwee,,"Ross McElwee, Charleen Swansea",First Run Features,100.0,12.0,85.0,1276.0
895,29327,16782,/m/048rn,King Kong,1933,1856000.0,100.0,['English Language'],['United States of America'],"['Monster movie', 'Horror', 'Adventure', 'Stop motion', 'Black-and-white', 'Animation', 'Action/Adventure', 'Pre-Code', 'Disaster', 'Action', 'Airplanes and airports']","Ernest B. Schoedsack, Merian C. Cooper","James Ashmore Creelman, Ruth Rose, James Creelman","Fay Wray, Robert Armstrong, Bruce Cabot, Sam Hardy, Frank Reicher, Noble Johnson, Steve Clemente, James Flavin, Paul Porcasi, Russ Powell, Ethan Laidlaw, Blackie Whiteford, Sandra Shaw, Dick Curtis, Charles Sullivan, Harry Tenbrook, Roscoe Ates, Gil Perkins, Victor Wong, Vera Lewis, LeRoy Mason, Frank Mills, Lynton Brent, Jim Thorpe, George MacQuarrie, Madame Sul-Te-Wan, Etta McDaniel, Russell Powell, Raymond D. Turner, Dorothy Gulliver, Mme. Sul Te Wan, Carlotta Monti, Barney Capehart, Bob Galloway, Eric Wood, Dusty Mitchell, Russ Rogers, Reginald Barlow, Merian C. Cooper, Ernest B. Schoedsack",RKO Pictures,98.0,64.0,86.0,90136.0
896,29334,142412,/m/011ycb,Quiz Show,1994,,130.0,['English Language'],['United States of America'],"['Historical fiction', 'Drama', 'Docudrama']",Robert Redford,Paul Attanasio,"John Turturro, Ralph Fiennes, Rob Morrow, Paul Scofield, David Paymer, Hank Azaria, Christopher McDonald, Johann Carlo, Elizabeth Wilson, Allan Rich, Mira Sorvino, George Martin, Paul Guilfoyle (II), Griffin Dunne, Martin Scorsese, Barry Levinson, Ethan Hawke, Michael Mantell, Byron Jennings, Ben Shenkman, Timothy Busfield, Jack Gilpin, Bruce Altman, Joda Hershman, Ernie Sabella, Debra Monk, Mario Cantone, Shawn Batten, Timothy Britten Parker, Grace Phillips, Jerry Grayson, Scott Lucy, Matt Keeslar, Ron Scott Bertozzi, Hamilton Fish IV, Harriet Sansom Harris, Mary Shultz, Dave Wilson, Robert Caminiti, Eddie Korbich, Le Clanche Du Rand, Carole Shelley, Shawna Batten, Cornelia Ryan, Jeffrey Nordling, Gina Rice, Pat Russell, Vince O'Brien, Adam Kilgour, Richard Seff, Bill Moor, Nicholas Kepros, Barry Snider, Chuck Adamson, Joseph Attanasio, Steve Ryan, Dan Wakefield, Hamilton Fish III, Merwin Goldsmith, Illeana Douglas, Gretchen Egolf, Stephen Pearlman, Anthony Fusco, Douglas McGrath, Calista Flockhart, Alysa Shwedel, Kelly Coffield Park, Dede Pochos, Maria Radman, David Stepkin, Steve Roland, Bernie Sheredy, Joe Lisi, Reno, Neil Leifer, Caryn Krooth, Mario Contacessi, Pat Russel, Bill Cwikowski, William Fichtner, Vincent J. Burns, Katherine Turturro, Jonathan Marc Sherman, Richard Council",Buena Vista Internationa,96.0,56.0,87.0,31595.0
897,29342,673407,/m/031smq,My Girl,1991,,102.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Family Drama', 'Comedy-drama', 'Childhood Drama', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Family Film']",Howard Zieff,"Barbara Benedek, Laurice Elehwany","Anna Chlumsky, Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Mary Colquhoun, Jane Hallaren, Anthony R. Jones, Tom Villard, Ellen Jacoby, Paul Nagle Jr., Lara Steinick, Kristian Truelsen, Dave Caprita, Jody Wilson, Linda Perri, Nancy L. Chlumsky, Glenda Chism, Jodie Wilson, Bill Cordell, Ray Buktenica, George Colangelo, Anthony Finazzo, Shane Obedzinski, Zachary McLemore, T.J. Collazo, Cassi Abel, Amanda Cole, Bree Butler, Harvey Bellman, John DeRussy, Henry Kohn, Florence Mistrot, Anthony Giaimo, Edgar Allan Poe IV, Robert V. Girolami, Kurt Smildsin, Paul Nagel Jr., Lynn Sellers",Sony Pictures Home Entertainment,53.0,17.0,77.0,394678.0
898,29442,32435797,/m/0gyx615,Grave Encounters,2011,5408334.0,92.0,['English Language'],['Canada'],['Horror'],"Colin Minihan, Stuart Ortiz",,"Ben Wilkinson, Sean Rogerson, Juan Riedinger, Ashleigh Gryzko, Mackenzie Gray, Arthur Corber, Michele Cummins, Luis Javier, Shawn MacDonald, Merwin Mondesir, Kenny Sandivol",Independent Pictures,67.0,15.0,49.0,5472.0
899,29445,2841422,/m/0865v8,Skin Deep,1989,19674852.0,101.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Slapstick', 'Indie', 'Comedy']",Blake Edwards,Blake Edwards,"John Ritter, Vincent Gardenia, Alyson Reed, Joel Brooks, Julianne Phillips, Chelsea Field, Peter Donat, Don Gordon, Nina Foch, Denise Crosby, Michael Kidd, Dee Dee Rescher, Bryan Genesse, Bo Foxworth, Raye Hollitt, Jean Marie McKee, Brenda Swanson, Heidi Paine, Diana Barton, Bobb Hopkins, Robert Burleigh, Sol Vang Tanney, Karen Haber, Judy Toll, Sheryl Lee Ralph, Arsenio ""Sonny"" Trinidad, Toni Attell, Ben Hartigan, Robert Arthur, Deryl Carroll, Robert Dowdell, Harlan Arnold, John McCann, William Knight, Mark Goldstein, Sati Jamal, Ed DeFusco, Don Maxwell, Richard Domeier, John Curran (IV), Scott Kraft, Steven Majewicz, Bob Hopkins, Diane Dickson, William Hubbard Knight",Media Home Entertainment,38.0,16.0,56.0,2814.0
900,29446,28652400,/m/0czc0pr,The Lion of Judah,2011,,87.0,['English Language'],['United States of America'],"['Family Film', ""Children's"", 'Animation']","Deryck Broom, Roger Hawkins",Brent Dawes,"Georgina Cordova, Ernest Borgnine, Sandi Patty, Anupam Kher, Scott Eastwood, Michael Madsen, Alphonso McAuley, Omar Benson Miller, Bruce Marchiano",Rocky Mountain Pictures,0.0,6.0,62.0,4506.0
901,29471,2310118,/m/072txz,National Lampoon's Pledge This!,2006,1751490.0,90.0,['English Language'],['United States of America'],"['Parody', 'Satire', 'Comedy']",William Heins,"Cheryl Guerriero, Jason Jordan, Matthew Lawton, Anna Obropta","Paris Hilton, Paula Garcés, Sarah Carter, Kerri Kenney, Simon Rex, Geoffrey Arend, Holly Valance, Noureen DeWulf, Alexis Thorpe, Amanda Rowan, Nicky Hilton, Randy Spelling, Sarai Howard, Amanda Aday, Carmen Electra, Greg Cipes, Diva Zappa, Bianca Lawson, Keith Hudson, Preston Lacy, Sam Maccarone, Sam E. Goldberg, Dave Ruby, Elizabeth Daily, Sofía Vergara, Rick Najera, Eugenio Derbez, Angela Dodson, April Florio, Camille Langfield, Julia Lehman, Alison MacInnis, Mickey Mickey, Shamron Moore, Lin Shaye",Freestyle Releasing,0.0,6.0,18.0,7523.0
902,29492,19598085,/m/04n2vk_,Motherhood,2009,726354.0,89.0,['English Language'],['United States of America'],"['Comedy-drama', 'Indie', 'Comedy']",Katherine Dieckmann,Katherine Dieckmann,"Uma Thurman, Anthony Edwards, Minnie Driver, Matthew Schallipp, Matthew Shallipp, David Schallipp, David Shallipp, Carol Commissiong, Daisy Tahan, Alice Drummond, Stephanie Szostak, Celina Vignaud, Dale Soules, James Lecesne, Marceline Hugot, Victor Colicchio, Brian Tarantina, Kerry Bishé, Betsy Aidem, Neal Huff, Orlagh Cassidy, Jodie Foster, Clea Lewis, Jose Constantino, Jose Constanino, Jake Smith, Aunjanue Ellis, Ellen Crown, Maya Ri Sanchez, Valentino Bonnachio, Valentino Bonnacio, Lois Robbins, Samantha Bee, Javier Picayo, Jenny Kirlin, Shannon Burkett, Arjun Gupta, Foxy, Kesha, Elizabeth Mitchell",Freestyle Releasing,20.0,51.0,16.0,3400.0
903,29500,3447064,/m/09cxf8,Jack and the Beanstalk,1952,1600000.0,78.0,['English Language'],['United States of America'],"['Parody', 'Adventure', 'Black-and-white', 'Fantasy', 'Comedy', 'Drama', 'Family Film']",Jean Yarbrough,Nathaniel Curtis,"Bud Abbott, Dorothy Ford, Lou Costello, Buddy Baer, Dorothy Ford, Barbara Brown, David Stollery, William Farnum, Shaye Cogan, James Alexander, Joe Kirk",VCI,43.0,7.0,38.0,437.0
904,29553,2669274,/m/07wqqj,Jail Bait,1954,,70.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Gangster Film', 'Suspense', 'Crime Thriller', 'Film noir']",Edward D. Wood Jr.,"Edward D. Wood Jr., Alex Gordon","Dolores Fuller, Lyle Talbot, Herbert Rawlinson, Steve Reeves, Clancy Malone, Tina Lynn, Timothy Farrell, Wade Nichols, Theodora Thurman, Cotton & Chick Watts, Bud Osborne, John Avery",Howco International,29.0,7.0,20.0,1126.0
905,29586,14644512,/m/03grpgk,Send Me No Flowers,1964,,100.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy of Errors', 'Comedy']",Norman Jewison,Julius J. Epstein,"Rock Hudson, Doris Day, Tony Randall, Clint Walker, Paul Lynde, Hal March, Edward Andrews, Patricia Barry, Clive Clerk, Dave Willock, Aline Towne, Helen Winston, Christine Nelson, John Melfi, Herb Vigran, Shephard Houghton, Forrest Draper, Tommy Cook, Maureen Jantzen, Lou Byrne, Jean Paul King",MCA Universal Home Video,57.0,14.0,75.0,6640.0
906,29600,3093642,/m/08qzsc,The Shaggy D.A.,1976,,91.0,['English Language'],['United States of America'],"['Family Film', 'Fantasy Comedy', 'Drama', 'Comedy', 'Slapstick']",Robert Stevenson,Don Tait,"Dean Jones, Keenan Wynn, Tim Conway, Suzanne Pleshette, Joanne Worley, Dick Van Patten, Shane Sinutko, Vic Tayback, John Myhers, Richard Bakalyan, Warren Berlinger, Ronnie Schell, Jonathan C. Daly, John Fiedler, Hans Conried, Christine Anderson, Michael McGreevey, Richard O'Brien (II), Dick Lane, Benny Rubin, Ruth Gillette, Hank Jones, Iris Adrian, Pat McCormick, Henry Slate, Milton Frome, Walt Davis, Albert Able, Mary Ann Gibson, Helen Winston, Joan Crosby, Sarah Fankboner, Danny Wells, Herb Vigran, Olan Soule, Vern Rowe, Karl Lukas, John Hayes, Christina Anderson, George Kirby, Liam Dunn",Walt Disney Productions,50.0,8.0,43.0,894.0
907,29603,2079686,/m/06krf3,Mommie Dearest,1981,39000000.0,129.0,['English Language'],['United States of America'],"['Biography', 'Childhood Drama', 'Docudrama', 'Drama', 'Biopic [feature]', 'Biographical film']",Frank Perry,"Frank Perry, Frank Yablans, Robert Getchell, Tracy Hotchiner, Christina Crawford","Faye Dunaway, Diana Scarwid, Mara Hobel, Steve Forrest, Howard Da Silva, Rutanya Alda, Harry Goz, Harry Goaz, Michael Edwards, Jocelyn Brando, Priscilla Pointer, Gary Allen, Selma Archerd, Adrian Aron, Xander Berkeley, Matthew Campion, Carolyn Coates, Jerry Douglas, Margaret Fairchild, Ellen Feldman, James Kirkwood Jr., Phillip Richard Allen, Virginia Kiser, Phillip R. Allen, Peter Jason, Michael D. Gainsborough, Matthew Faison, Robert Harper, Cathy Lind Hayes, Victoria James, Dawn Jeffory, S. John Launer, Russ Marin, Nicholas Mele, Belita Moreno, Warren Munson, Alice Nunn, Norman Palmer, David F. Price, Jeremy Scott Reinbolt, Dick McGarvin, David Sanderson, Michael Talbott, Ian Bruce, Arthur Taxier, Joseph Warren, Erica Wexler",Paramount Pictures,49.0,43.0,72.0,19018.0
908,29609,4828849,/m/0cpylg,Compulsion,1959,1800000.0,103.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Film noir', 'Courtroom Drama']",Richard Fleischer,Richard Murphy,"Orson Welles, Dean Stockwell, Bradford Dillman, Diane Varsi, Clarence Darrow, E.G. Marshall, Martin Milner, Richard Anderson, Edward Binns, Robert Burton, Louise Lorimer, Wilton Graff, Gavin MacLeod, Robert F. Simon, Terry Becker, Russ Bender, Gerry Lock, Harry Carter, Simon Scott, Voltaire Perkins, Jack Lomas, Peter Brocco, Ina Balin, Alan Carney, Wendell Holmes, Frank Conroy, Kenner G. Kemp, Henry Kulky, Dayton Lummis",Fox,100.0,10.0,86.0,1456.0
909,29647,403227,/m/0243cq,The Nightmare Before Christmas,1993,75082668.0,75.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Stop motion', 'Creature Film', 'Musical', 'Animation', 'Christmas movie', 'Fantasy', ""Children's Fantasy"", 'Animated Musical', 'Family Film']","Henry Selick, Tim Burton","Tim Burton, Caroline Thompson, Michael McDowell","Chris Sarandon, Catherine O'Hara, Glenn Shadix, Danny Elfman, Paul Reubens, William Hickey, Ken Page, Ed Ivory, Gregory Proops, Randy Crenshaw, Edward Ivory, Sherwood Ball, Carmen Twillie, L. Peter Callender, Doris Hess, Gary Raff, Judi M. Durand, Greg Proops",Touchstone Pictures,95.0,96.0,91.0,968658.0
910,29762,1072060,/m/043h5s,Blood Work,2002,26000000.0,111.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Detective fiction', 'Detective', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",Clint Eastwood,"Brian Helgeland, Michael Connelly","Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus, Tina Lifford, Paul Rodriguez, Dylan Walsh, Mason Lucero, Gerry Becker, Rick Hoffman, Alix Koromzay, Igor Jijikine, Dina Eastwood, Beverly Leech, June Kyoko Lu, Chao Li Chi, Glenn Morshower, Robert Harvey, Matt Huffman, Mark Thomason, Maria Quiban, Brent Hinkley, Natalia Ongaro, Amanda Carlin, Ted Rooney, Craig Hoskins, P.J. Byrne, Sam Jaeger, Derric Nugent, Craig Hosking, James W. Gavin",Warner Bros. Pictures,53.0,152.0,40.0,22239.0
911,29767,23872254,/m/076xv29,Michael Jackson's This Is It,2009,261183588.0,111.0,['English Language'],['United States of America'],"['Dance', 'Concert film', 'Rockumentary', 'Musical', 'Music', 'Documentary']",Kenny Ortega,,Michael Jackson,Sony Pictures/Columbia Pictures,81.0,186.0,82.0,221682.0
912,29809,2797150,/m/0838sl,A Low Down Dirty Shame,1994,29392418.0,100.0,['English Language'],['United States of America'],"['LGBT', 'Crime Fiction', 'Detective fiction', 'Detective', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action']",Keenen Ivory Wayans,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith, Salli Richardson-Whitfield, Andrew Divoff, Corwin Hawkins, Gary Carlos Cervantes, Gregory Sierra, Kim Wayans, Andrew Shaifer, Christopher Spencer, Devin DeVasquez, John Capodice, Craig Ryan Ng, Kristina Malandro Wagner, Don Diamont, Randy Hall, Doug Kruse, Rafael Robledo, Michael Bofshever, Rene Hicks, Robert Schimmel, Kristina Wagner, Sven Ole Thorsen, Bob Hughes, Mike Echols, Luanne Crawford, Dominique Jennings, Lisa Mende, De-Andre L. Russell, Derek Woolley, Diane Little, Erika Monroe, Gloria Pawlak, Shawn Lusader, Mark Ian Simon, Rafael H. Robeedo, Pillow, Michael Wheels Parise, Twist, Bobby Jen, Nikki Fritz, Andrea Evans",Buena Vista Pictures,0.0,22.0,71.0,29772.0
913,29831,13834434,/m/03ckqb7,King Corn,2007,,90.0,['English Language'],['United States of America'],"['Political cinema', 'Culture & Society', 'Indie', 'Social issues', 'Documentary']","Curt Ellis, Ian Cheney, Aaron Woolf","Aaron Woolf, Ian Cheney, Jeffrey K. Miller, Curt Ellis","Ian Cheney, Curt Ellis, Stephen Macko, Chuck Pyatt, Ricardo Salvador, Dawn Cheney, Rich Johnson, Al Marth, Michael Pollan, Scott McGregor, Bob Bledsoe, Sue Jarrett, Dean Jarrett, Allen Trenkele, Loren Cordain, Audrae Erickson, Fray Mendez, Farida Khan, Sabita Moktan, Earl Butz",Balcony Releasing,96.0,26.0,78.0,3201.0
914,29871,2324846,/m/073x6l,Personal Best,1982,5672311.0,124.0,['English Language'],['United States of America'],"['LGBT', 'Gay', 'Sports', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama']",Robert Towne,Robert Towne,"Mariel Hemingway, Scott Glenn, Patrice Donnelly, Kenny Moore, Jim Moody, Kari Gosswiller, Jodi Anderson, Maren Seidler, Martha Watson, Emily Dole, Pam Spencer, Deby LaPlante, Mitzi McMillin, Jan Glotzer, Jan Van Reenen, Allan Feuerbach, Jane Frederick, Cindy Gilbert, Apollonia van Ravenstein, Marlene Harmon, Linda Waltman, Cindy Banks, Milan Tiff, Earl Bell, Larry Pennell, Luana Anders, George De La Pena, Robert Patten, Margaret Ellison, Charlie Jones, Frank Shorter, Jim Tracy, Janet Hake, Sharon Brazell, Charles DeBus, Gregory Clayton, David Edington, Robert Horn, Christopher Vargas, Wendell Ray, Richard Martini, Len Dawson, Clim Jackson, John Smith, Anna Biller, Susan Brownell, Desiree Gauthier, Sharon Hatfield, Linda Hightower, Joan Russell, Themis Zambrzycki, Leroy R. Perry Jr.",Geffen Pictures,73.0,33.0,52.0,1266.0
915,29958,613037,/m/02wk_5,After Hours,1985,,97.0,['English Language'],['United States of America'],"['LGBT', 'Black comedy', 'Thriller', 'Indie', 'Comedy']",Martin Scorsese,Joseph Minion,"Griffin Dunne, Rosanna Arquette, Verna Bloom, Linda Fiorentino, Tommy Chong, Teri Garr, John Heard, Cheech Marin, Catherine O'Hara, Dick Miller, Will Patton, Robert Plunket, Bronson Pinchot, Rocco Sisto, Larry Block, Mary Colquhoun, Victor Argo, Murray Moston, John Codiglia, Clarence Felder, Henry Baker, Margo Winkler, Vic Magnotta, Clarke Evans, Robin Johnson, Victor Bumbalo, Stephen J. Lim, Bill Elverman, Frank Aquilino, Joel Jason, Maree Catalano, Rand Carr, Paula Raflo, Rockets Redglare, Martin Scorsese, Charles Scorsese",Warner Bros. Pictures,89.0,56.0,87.0,22165.0
916,30028,12759686,/m/02x3nnq,The Burrowers,2008,,96.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Horror', 'Science Fiction']",J.T. Petty,J.T. Petty,"Karl Geary, Doug Hutchison, Sean Patrick Thomas, Clancy Brown, William Mapother, Galen Hutchison, Alex Edmo, Alex Edmonds, Jocelin Donahue, Laura Leighton",Lions Gate Films,75.0,12.0,34.0,10869.0
917,30095,303928,/m/01s7vd,Escape from the Planet of the Apes,1971,12348905.0,98.0,['English Language'],['United States of America'],"['Science Fiction', 'Adventure', 'Escape Film']",Don Taylor,Paul Dehn,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden, Ricardo Montalban, William Windom, Sal Mineo, Albert Salmi, Jason Evers, John Randolph, Harry Lauter, M. Emmet Walsh, Roy E. Glenn Sr., Peter Forster, Norman Burton, William Woodson, Tom Lowell, Gene Whittington, Donald Elson, Bill Bonds, Army Archerd, James Bacon, John Alderman, Steve Roberts",Fox,77.0,30.0,53.0,22571.0
918,30176,1426122,/m/050l10,Straight Time,1978,,114.0,['English Language'],['United States of America'],"['Crime Fiction', 'Film adaptation', 'Drama', 'Crime Drama']",Ulu Grosbard,"Alvin Sargent, Jeffrey Boam","Dustin Hoffman, Theresa Russell, Harry Dean Stanton, Gary Busey, M. Emmet Walsh, Sandy Baron, Kathy Bates, Edward Bunker, Fran Ryan, Rita Taggart, Jacob Busey, Tina Menard, Stephanie Ericson-Baron, David Kelly, Don Sommese, Kit Wong, Peter Kwong, Betty Jane Howarth, Ronald L. Mellinger, Michael Blakley, John C. Colton, John Colton, John Gilgreen, Mary Craven, Peter Jurasik, Enid Hendershot, James Ray, Stuart I. Berton, Barry Cahill, Susan Sherman, Francesca Drown, Emily LaRue, Ernest Taylor III, Bob Jarvis, Corey Rand",Warner Bros. Pictures,75.0,8.0,83.0,1997.0
919,30186,883446,/m/03ljs9,The Angry Red Planet,1959,,83.0,['English Language'],['United States of America'],"['Cult', 'Science Fiction', 'Horror', 'Adventure', 'Creature Film']",Ib Melchior,"Ib Melchior, Sidney Pink, Pinkg","Gerald Mohr, Nora Hayden, Less Tremayne, Les Tremayne, Jack Kruschen, Paul Hahn, J. Edward McKinley, Tom Daly, Edward Innes",American International Pictures (AIP),0.0,8.0,29.0,1580.0
920,30211,11686066,/m/02rny_5,King of the Gypsies,1978,7325177.0,112.0,['English Language'],['United States of America'],"['Drama', 'Film adaptation']",Frank R. Pierson,Frank R. Pierson,"Eric Roberts, Susan Sarandon, Sterling Hayden, Judd Hirsch, Shelley Winters, Brooke Shields, Annette O'Toole, Annie Potts, Michael V. Gazzo, Michael Vincente Gazzo, Antonia Rey, Stephen Mendillo, Joe Zaloom, Lou Cevetillo, Zvee Scooler, David Rounds, Michael Higgins, Mary Louise Wilson, Daniel Spira, Robert Gerringer, Thomas Quinn, Frederick Coffin, Paul Sparer, William Duell, Alice Drummond, Harris Laskawy, Sam Coppola, Cory Einbinder, Matthew Laborteaux, Anthony Holland, Bliss Verdon, Danielle Brisebois, Tiffany Bogart, Harris Laskaway, Marc Vahanian, Stephane Grappelli, Roy Brocksmith, Rebecca Darke, Glen Gianfrancisco, Jay Norman, Patti LuPone, Tom Quinn, David Little, Joe Maruzzo, Robert Garcia, Martin Rosenblatt, Linda Manz, C.A.R. Smith, Scott Franklin, James Shannon, Macintyre Dixon, Mark Victor, Kathi Moss, Mary Wynn, Julie Garfield, Chris Manor, Jon Oppenheim, Bernie McInerney, Tom Mason",Paramount Home Video,86.0,7.0,66.0,646.0
921,30232,4261392,/m/0bsxwd,Phat Girlz,2006,7403491.0,99.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",Nnegest Likké,Nnegest Likké,"Mo'Nique, Jimmy Jean-Louis, Godfrey, Kendra C. Johnson, Joyful Drake, Dayo Ade, Jack Noseworthy, Felix Pire, Eric Roberts, Doug Ballard, Charles Duckworth, James Moses Black, Kidigo Kennedy, Carla Jeffrey, Raven Goodwin, Sandra V. Watters, Danica Sheridan, Chet Anekwe, Elise Muller",Fox Searchlight,21.0,47.0,65.0,67237.0
